foot_traffic,avg_income,competitor_count,rent_cost,population_density,parking_score,visibility_score,hygiene_rating,marketing_score,vendor_category
732.0,43.6,6,114.5,70.5,3,6,3.0,67.7,2
1002.0,53.8,8,104.9,70.3,6,2,3.6,100.0,0
565.0,43.4,8,112.6,56.0,10,3,1.7,38.5,0
440.0,56.8,6,109.5,71.2,6,8,4.4,40.9,0
324.0,55.4,12,187.5,91.0,9,3,3.1,68.0,0
454.0,71.7,5,70.1,76.7,9,2,2.6,33.7,2
593.0,79.7,4,50.3,70.5,2,6,3.4,100.0,2
959.0,80.9,10,120.0,67.6,4,3,3.5,42.7,0
496.0,51.6,10,98.7,75.0,9,1,1.2,50.0,0
645.0,56.9,7,119.5,81.2,4,3,5.0,43.9,1
597.0,34.7,6,127.5,79.1,8,6,2.5,78.7,2
838.0,47.9,1,148.5,65.0,10,3,1.2,100.0,1
1105.0,74.5,4,64.8,74.9,3,9,4.4,45.9,2
494.0,84.2,7,93.3,77.2,3,7,5.0,77.3,2
502.0,41.5,9,122.9,54.9,9,5,4.3,33.9,2
809.0,51.1,5,133.1,72.5,10,2,4.4,79.2,2
736.0,59.6,4,175.8,37.6,8,9,3.5,95.2,2
969.0,64.2,6,138.7,77.2,1,5,4.7,89.0,1
717.0,47.9,4,108.3,79.9,10,7,1.1,62.7,1
528.0,66.4,6,83.3,81.2,2,9,4.1,39.3,1
718.0,52.9,3,93.1,64.1,3,4,3.7,60.0,1
822.0,59.8,3,92.2,74.6,2,9,1.2,53.8,1
764.0,68.2,6,129.7,91.4,3,1,3.2,51.1,0
701.0,60.1,5,117.7,91.2,8,6,3.1,64.1,2
813.0,53.5,10,70.3,69.6,6,2,3.8,58.7,0
834.0,58.4,6,96.9,72.1,7,8,1.3,74.2,1
876.0,58.7,10,136.3,86.7,10,5,4.2,74.3,2
730.0,54.4,6,120.5,47.5,10,3,1.6,58.7,0
567.0,56.1,6,127.1,65.2,6,2,2.7,68.6,0
629.0,84.0,4,121.5,90.0,1,8,4.5,86.4,2
841.0,68.4,4,158.8,84.6,3,7,3.2,49.4,1
437.0,55.6,2,117.1,75.5,1,9,2.5,60.3,1
674.0,70.5,6,98.4,47.4,10,8,1.2,39.4,2
521.0,55.0,3,82.5,69.3,9,4,3.7,69.6,2
606.0,77.6,7,117.5,61.2,9,2,4.9,64.0,2
856.0,65.5,5,40.0,75.0,5,2,4.6,69.2,2
638.0,58.4,5,104.5,57.9,4,2,3.9,40.2,0
609.0,66.7,7,103.8,54.6,9,6,1.4,75.3,1
328.0,36.4,5,69.1,39.0,9,7,2.0,62.0,1
749.0,43.1,4,82.2,88.3,3,6,1.7,80.6,1
729.0,42.1,8,134.3,64.0,5,2,2.4,51.2,0
1033.0,62.1,5,116.9,72.4,3,4,1.9,73.6,2
538.0,86.0,5,113.1,70.0,10,3,2.0,68.9,2
644.0,93.5,4,119.2,54.0,2,4,3.5,90.5,1
650.0,69.6,6,112.8,51.1,1,5,2.3,57.7,2
915.0,67.5,6,147.3,54.9,10,7,3.7,48.9,2
581.0,33.0,4,113.7,59.2,2,9,4.8,50.1,1
656.0,51.9,7,66.3,75.5,8,2,3.6,37.8,0
722.0,48.2,4,158.9,58.1,8,8,4.0,49.9,2
637.0,50.7,6,121.1,96.2,3,3,4.0,13.2,2
511.0,57.5,8,92.3,85.4,7,9,2.3,87.4,1
639.0,52.9,4,72.4,82.1,7,10,1.1,98.7,2
815.0,30.3,3,121.9,68.2,2,4,1.2,57.0,1
395.0,71.2,7,106.5,92.7,9,3,2.1,68.8,0
627.0,43.9,4,157.2,66.7,3,10,3.8,63.3,2
460.0,63.6,8,99.6,69.5,2,6,4.6,33.7,0
839.0,91.1,9,84.9,72.5,3,10,4.8,80.5,2
295.0,46.2,6,136.9,80.5,2,9,1.1,83.5,0
488.0,22.0,6,137.8,79.6,8,7,5.0,39.2,2
675.0,55.7,7,115.1,62.9,5,4,2.3,66.6,1
913.0,76.5,11,130.3,62.0,3,3,4.4,54.7,0
587.0,89.4,3,108.9,79.6,5,10,1.7,83.8,2
489.0,41.6,8,117.0,80.7,8,4,1.3,58.3,1
976.0,67.5,3,144.9,64.1,7,3,2.5,58.9,1
310.0,53.0,4,128.8,46.2,6,3,4.4,96.4,0
160.0,58.4,5,104.9,66.9,1,9,1.9,34.3,0
688.0,99.7,7,150.6,79.4,10,4,1.6,65.0,2
500.0,37.5,7,40.0,97.1,1,9,4.6,61.8,1
396.0,63.8,5,171.6,52.0,1,10,4.8,47.9,1
742.0,67.0,10,58.8,63.6,10,5,1.1,100.0,2
649.0,76.3,3,91.2,64.2,8,7,3.9,66.7,2
487.0,61.5,2,108.8,90.3,8,5,2.2,73.4,1
344.0,64.6,5,105.6,69.5,7,1,2.5,76.3,0
774.0,54.1,6,140.2,56.4,6,2,2.9,53.6,1
730.0,64.0,7,78.3,78.4,4,5,2.7,84.8,1
580.0,54.9,5,117.8,63.9,1,6,3.1,80.8,1
969.0,69.3,5,92.7,51.6,9,7,3.3,57.6,2
386.0,54.5,7,118.9,56.6,1,2,2.9,78.8,0
295.0,65.7,8,108.1,96.0,4,10,3.8,84.8,2
462.0,59.6,2,112.8,75.8,3,9,3.9,75.9,1
591.0,76.9,10,93.5,71.6,7,6,2.8,43.3,2
649.0,59.2,5,94.7,66.3,5,2,1.6,58.2,1
552.0,33.4,5,118.6,74.4,5,2,3.6,69.5,0
670.0,78.9,7,138.3,74.2,4,3,4.1,65.0,1
350.0,46.4,5,92.1,74.4,1,1,3.6,45.1,0
889.0,50.2,9,83.9,71.7,5,9,3.4,54.3,2
584.0,51.1,14,128.4,83.0,4,10,1.9,67.0,1
823.0,80.6,8,109.0,70.3,10,4,3.6,29.8,1
669.0,28.0,7,134.9,55.3,8,5,2.3,60.4,0
691.0,107.1,5,82.8,60.8,2,7,4.7,73.9,2
714.0,75.8,10,56.6,40.3,8,1,3.6,65.7,0
690.0,63.3,6,94.0,100.0,1,3,2.1,42.9,0
729.0,59.2,3,87.0,82.9,4,3,2.9,46.4,2
866.0,64.3,3,107.6,57.5,3,2,4.4,89.7,2
639.0,67.8,6,90.9,65.8,5,8,2.3,41.2,2
742.0,69.7,7,132.2,60.4,5,5,3.1,83.7,0
582.0,68.3,9,101.4,93.1,5,1,3.7,47.6,0
888.0,61.3,8,114.5,48.7,4,2,4.0,82.6,1
465.0,57.0,5,114.7,71.7,8,1,1.7,70.8,1
960.0,57.7,10,115.8,68.4,3,6,3.3,53.0,1
592.0,57.1,4,109.3,82.4,4,9,4.6,24.7,2
314.0,77.0,7,125.3,68.4,1,7,4.9,68.0,0
626.0,68.9,5,86.1,43.6,7,5,3.6,63.6,2
464.0,20.0,6,152.0,66.2,1,3,4.9,68.3,0
768.0,69.8,7,102.9,55.4,2,8,3.3,70.8,1
469.0,62.9,4,70.7,71.2,7,10,2.8,33.7,2
511.0,59.7,7,115.6,91.5,1,4,3.2,67.9,0
222.0,54.2,4,84.5,43.9,3,9,1.5,74.9,0
510.0,76.9,9,130.0,58.0,6,5,2.6,74.6,0
115.0,74.2,10,176.3,61.7,6,6,2.8,34.9,0
283.0,48.4,4,86.4,64.3,6,5,4.4,83.1,2
752.0,66.1,5,120.0,81.1,2,10,4.0,68.6,2
757.0,45.4,8,57.3,67.4,2,7,3.4,71.1,2
685.0,39.3,10,123.6,76.2,6,7,2.4,42.1,1
407.0,50.6,8,83.4,60.6,10,1,1.7,75.1,0
590.0,72.9,9,91.3,73.4,5,2,2.4,25.5,0
599.0,74.3,8,77.0,81.7,7,7,3.7,43.0,1
368.0,67.7,8,132.0,59.0,7,8,2.1,85.3,1
901.0,70.9,6,140.2,81.7,5,4,2.7,74.2,0
775.0,67.7,2,110.7,70.8,8,6,2.5,65.8,2
556.0,50.4,9,84.1,85.7,10,10,4.1,78.9,2
605.0,66.5,2,157.7,67.0,6,3,4.5,80.3,2
642.0,72.0,2,87.5,75.7,5,7,3.8,75.2,2
192.0,71.3,4,45.1,69.4,4,3,2.4,55.7,0
551.0,77.8,4,123.8,68.6,7,7,2.7,42.4,2
464.0,70.6,5,76.9,73.9,4,8,1.6,46.7,0
400.0,65.3,6,139.7,78.1,5,3,1.7,88.2,0
544.0,76.1,9,98.6,51.3,5,2,1.7,34.5,1
960.0,59.6,6,128.1,91.5,1,6,1.5,69.8,2
728.0,46.8,4,152.0,42.1,1,4,1.7,69.8,0
486.0,57.6,5,73.7,59.7,3,8,1.8,89.4,1
715.0,48.8,5,93.0,68.6,3,2,1.4,69.8,0
